product_name,sku,category,store_name,sale_date,quantity,revenue,current_stock,selling_price,cost_price,lead_time_days,safety_stock
"Tata Tea Gold 250g","TAT-TEA-250","Beverages","Downtown Superstore","2024-05-29",3,480,28,160,130,4,12
"Bru Instant Coffee 100g","BRU-COF-100","Beverages","Downtown Superstore","2024-05-29",3,630,22,210,175,5,10
"Aashirvaad Shudh Chakki Atta 5kg","AAS-ATTA-5KG","Staples","Downtown Superstore","2024-05-29",3,795,18,265,225,4,15
"Fortune Sunlite Sunflower Oil 1L","FOR-OIL-1L","Staples","Downtown Superstore","2024-05-29",3,435,32,145,122,3,20
"Parle-G Gold Biscuits 1kg","PAR-GLD-1KG","Snacks","Downtown Superstore","2024-05-29",5,600,45,120,95,3,15
"Maggi 2-Minute Noodles 420g","MAG-NOD-420","Snacks","Downtown Superstore","2024-05-29",5,475,60,95,78,3,25
"Britannia Good Day Butter 200g","BRI-GDB-200","Snacks","Downtown Superstore","2024-05-29",5,225,40,45,36,3,20
"Surf Excel Easy Wash 1kg","SRF-WSH-1KG","Household","Downtown Superstore","2024-05-29",3,420,25,140,115,5,12
"Dettol Original Soap 125g","DET-SOP-125","Personal Care","Downtown Superstore","2024-05-29",0,0,300,58,46,4,15
"Colgate Strong Teeth 200g","COL-PST-200","Personal Care","Downtown Superstore","2024-05-29",0,0,45,115,92,4,10
"Aavin Toned Milk 500ml","AAV-MILK-500","Dairy","Westside Mall","2024-05-29",5,125,35,25,21,2,20
"Nandini Full Cream Milk 1L","NAN-MILK-1000","Dairy","Westside Mall","2024-05-29",5,270,40,54,46,2,15
"Tata Tea Gold 250g","TAT-TEA-250","Beverages","Westside Mall","2024-05-29",2,320,30,160,130,4,12
"Bru Instant Coffee 100g","BRU-COF-100","Beverages","Westside Mall","2024-05-29",2,420,24,210,175,5,10
"Aashirvaad Shudh Chakki Atta 5kg","AAS-ATTA-5KG","Staples","Westside Mall","2024-05-29",2,530,25,265,225,4,15
"Fortune Sunlite Sunflower Oil 1L","FOR-OIL-1L","Staples","Westside Mall","2024-05-29",2,290,35,145,122,3,20
"Parle-G Gold Biscuits 1kg","PAR-GLD-1KG","Snacks","Westside Mall","2024-05-29",4,480,50,120,95,3,15
"Maggi 2-Minute Noodles 420g","MAG-NOD-420","Snacks","Westside Mall","2024-05-29",4,380,70,95,78,3,25
"Britannia Good Day Butter 200g","BRI-GDB-200","Snacks","Westside Mall","2024-05-29",4,180,42,45,36,3,20
"Surf Excel Easy Wash 1kg","SRF-WSH-1KG","Household","Westside Mall","2024-05-29",2,280,28,140,115,5,12
"Dettol Original Soap 125g","DET-SOP-125","Personal Care","Westside Mall","2024-05-29",0,0,280,58,46,4,15
"Colgate Strong Teeth 200g","COL-PST-200","Personal Care","Westside Mall","2024-05-29",0,0,40,115,92,4,10
"Aavin Toned Milk 500ml","AAV-MILK-500","Dairy","Downtown Superstore","2024-05-30",5,125,4,25,21,2,20
"Nandini Full Cream Milk 1L","NAN-MILK-1000","Dairy","Downtown Superstore","2024-05-30",5,270,6,54,46,2,15
"Tata Tea Gold 250g","TAT-TEA-250","Beverages","Downtown Superstore","2024-05-30",2,320,28,160,130,4,12
"Bru Instant Coffee 100g","BRU-COF-100","Beverages","Downtown Superstore","2024-05-30",2,420,22,210,175,5,10
"Aashirvaad Shudh Chakki Atta 5kg","AAS-ATTA-5KG","Staples","Downtown Superstore","2024-05-30",2,530,18,265,225,4,15
"Fortune Sunlite Sunflower Oil 1L","FOR-OIL-1L","Staples","Downtown Superstore","2024-05-30",2,290,32,145,122,3,20
"Parle-G Gold Biscuits 1kg","PAR-GLD-1KG","Snacks","Downtown Superstore","2024-05-30",4,480,45,120,95,3,15
"Maggi 2-Minute Noodles 420g","MAG-NOD-420","Snacks","Downtown Superstore","2024-05-30",4,380,60,95,78,3,25
"Britannia Good Day Butter 200g","BRI-GDB-200","Snacks","Downtown Superstore","2024-05-30",4,180,40,45,36,3,20
"Surf Excel Easy Wash 1kg","SRF-WSH-1KG","Household","Downtown Superstore","2024-05-30",2,280,25,140,115,5,12
"Dettol Original Soap 125g","DET-SOP-125","Personal Care","Downtown Superstore","2024-05-30",0,0,300,58,46,4,15
"Colgate Strong Teeth 200g","COL-PST-200","Personal Care","Downtown Superstore","2024-05-30",0,0,45,115,92,4,10
"Aavin Toned Milk 500ml","AAV-MILK-500","Dairy","Westside Mall","2024-05-30",6,150,35,25,21,2,20
"Nandini Full Cream Milk 1L","NAN-MILK-1000","Dairy","Westside Mall","2024-05-30",6,324,40,54,46,2,15
"Tata Tea Gold 250g","TAT-TEA-250","Beverages","Westside Mall","2024-05-30",3,480,30,160,130,4,12
"Bru Instant Coffee 100g","BRU-COF-100","Beverages","Westside Mall","2024-05-30",3,630,24,210,175,5,10
"Aashirvaad Shudh Chakki Atta 5kg","AAS-ATTA-5KG","Staples","Westside Mall","2024-05-30",3,795,25,265,225,4,15
"Fortune Sunlite Sunflower Oil 1L","FOR-OIL-1L","Staples","Westside Mall","2024-05-30",3,435,35,145,122,3,20
"Parle-G Gold Biscuits 1kg","PAR-GLD-1KG","Snacks","Westside Mall","2024-05-30",5,600,50,120,95,3,15
"Maggi 2-Minute Noodles 420g","MAG-NOD-420","Snacks","Westside Mall","2024-05-30",5,475,70,95,78,3,25
"Britannia Good Day Butter 200g","BRI-GDB-200","Snacks","Westside Mall","2024-05-30",5,225,42,45,36,3,20
"Surf Excel Easy Wash 1kg","SRF-WSH-1KG","Household","Westside Mall","2024-05-30",3,420,28,140,115,5,12
"Dettol Original Soap 125g","DET-SOP-125","Personal Care","Westside Mall","2024-05-30",0,0,280,58,46,4,15
"Colgate Strong Teeth 200g","COL-PST-200","Personal Care","Westside Mall","2024-05-30",0,0,40,115,92,4,10
"Aavin Toned Milk 500ml","AAV-MILK-500","Dairy","Downtown Superstore","2024-05-31",6,150,4,25,21,2,20
"Nandini Full Cream Milk 1L","NAN-MILK-1000","Dairy","Downtown Superstore","2024-05-31",6,324,6,54,46,2,15
"Tata Tea Gold 250g","TAT-TEA-250","Beverages","Downtown Superstore","2024-05-31",3,480,28,160,130,4,12
"Bru Instant Coffee 100g","BRU-COF-100","Beverages","Downtown Superstore","2024-05-31",3,630,22,210,175,5,10
"Aashirvaad Shudh Chakki Atta 5kg","AAS-ATTA-5KG","Staples","Downtown Superstore","2024-05-31",3,795,18,265,225,4,15
"Fortune Sunlite Sunflower Oil 1L","FOR-OIL-1L","Staples","Downtown Superstore","2024-05-31",3,435,32,145,122,3,20
"Parle-G Gold Biscuits 1kg","PAR-GLD-1KG","Snacks","Downtown Superstore","2024-05-31",5,600,45,120,95,3,15
"Maggi 2-Minute Noodles 420g","MAG-NOD-420","Snacks","Downtown Superstore","2024-05-31",5,475,60,95,78,3,25
"Britannia Good Day Butter 200g","BRI-GDB-200","Snacks","Downtown Superstore","2024-05-31",5,225,40,45,36,3,20
"Surf Excel Easy Wash 1kg","SRF-WSH-1KG","Household","Downtown Superstore","2024-05-31",3,420,25,140,115,5,12
"Dettol Original Soap 125g","DET-SOP-125","Personal Care","Downtown Superstore","2024-05-31",0,0,300,58,46,4,15
"Colgate Strong Teeth 200g","COL-PST-200","Personal Care","Downtown Superstore","2024-05-31",1,115,45,115,92,4,10
"Aavin Toned Milk 500ml","AAV-MILK-500","Dairy","Westside Mall","2024-05-31",8,200,35,25,21,2,20
"Nandini Full Cream Milk 1L","NAN-MILK-1000","Dairy","Westside Mall","2024-05-31",8,432,40,54,46,2,15
"Tata Tea Gold 250g","TAT-TEA-250","Beverages","Westside Mall","2024-05-31",5,800,30,160,130,4,12
"Bru Instant Coffee 100g","BRU-COF-100","Beverages","Westside Mall","2024-05-31",5,1050,24,210,175,5,10
"Aashirvaad Shudh Chakki Atta 5kg","AAS-ATTA-5KG","Staples","Westside Mall","2024-05-31",5,1325,25,265,225,4,15
"Fortune Sunlite Sunflower Oil 1L","FOR-OIL-1L","Staples","Westside Mall","2024-05-31",5,725,35,145,122,3,20
"Parle-G Gold Biscuits 1kg","PAR-GLD-1KG","Snacks","Westside Mall","2024-05-31",7,840,50,120,95,3,15
"Maggi 2-Minute Noodles 420g","MAG-NOD-420","Snacks","Westside Mall","2024-05-31",7,665,70,95,78,3,25
"Britannia Good Day Butter 200g","BRI-GDB-200","Snacks","Westside Mall","2024-05-31",7,315,42,45,36,3,20
"Surf Excel Easy Wash 1kg","SRF-WSH-1KG","Household","Westside Mall","2024-05-31",5,700,28,140,115,5,12
"Dettol Original Soap 125g","DET-SOP-125","Personal Care","Westside Mall","2024-05-31",2,116,280,58,46,4,15
"Colgate Strong Teeth 200g","COL-PST-200","Personal Care","Westside Mall","2024-05-31",1,115,40,115,92,4,10
"Aavin Toned Milk 500ml","AAV-MILK-500","Dairy","Downtown Superstore","2024-06-01",8,200,4,25,21,2,20
"Nandini Full Cream Milk 1L","NAN-MILK-1000","Dairy","Downtown Superstore","2024-06-01",8,432,6,54,46,2,15
"Tata Tea Gold 250g","TAT-TEA-250","Beverages","Downtown Superstore","2024-06-01",5,800,28,160,130,4,12
"Bru Instant Coffee 100g","BRU-COF-100","Beverages","Downtown Superstore","2024-06-01",5,1050,22,210,175,5,10
"Aashirvaad Shudh Chakki Atta 5kg","AAS-ATTA-5KG","Staples","Downtown Superstore","2024-06-01",5,1325,18,265,225,4,15
"Fortune Sunlite Sunflower Oil 1L","FOR-OIL-1L","Staples","Downtown Superstore","2024-06-01",5,725,32,145,122,3,20
"Parle-G Gold Biscuits 1kg","PAR-GLD-1KG","Snacks","Downtown Superstore","2024-06-01",7,840,45,120,95,3,15
"Maggi 2-Minute Noodles 420g","MAG-NOD-420","Snacks","Downtown Superstore","2024-06-01",7,665,60,95,78,3,25
"Britannia Good Day Butter 200g","BRI-GDB-200","Snacks","Downtown Superstore","2024-06-01",7,315,40,45,36,3,20
"Surf Excel Easy Wash 1kg","SRF-WSH-1KG","Household","Downtown Superstore","2024-06-01",5,700,25,140,115,5,12
"Dettol Original Soap 125g","DET-SOP-125","Personal Care","Downtown Superstore","2024-06-01",2,116,300,58,46,4,15
"Colgate Strong Teeth 200g","COL-PST-200","Personal Care","Downtown Superstore","2024-06-01",0,0,45,115,92,4,10
"Aavin Toned Milk 500ml","AAV-MILK-500","Dairy","Westside Mall","2024-06-01",9,225,35,25,21,2,20
"Nandini Full Cream Milk 1L","NAN-MILK-1000","Dairy","Westside Mall","2024-06-01",9,486,40,54,46,2,15
"Tata Tea Gold 250g","TAT-TEA-250","Beverages","Westside Mall","2024-06-01",6,960,30,160,130,4,12
"Bru Instant Coffee 100g","BRU-COF-100","Beverages","Westside Mall","2024-06-01",6,1260,24,210,175,5,10
"Aashirvaad Shudh Chakki Atta 5kg","AAS-ATTA-5KG","Staples","Westside Mall","2024-06-01",6,1590,25,265,225,4,15
"Fortune Sunlite Sunflower Oil 1L","FOR-OIL-1L","Staples","Westside Mall","2024-06-01",6,870,35,145,122,3,20
"Parle-G Gold Biscuits 1kg","PAR-GLD-1KG","Snacks","Westside Mall","2024-06-01",8,960,50,120,95,3,15
"Maggi 2-Minute Noodles 420g","MAG-NOD-420","Snacks","Westside Mall","2024-06-01",8,760,70,95,78,3,25
"Britannia Good Day Butter 200g","BRI-GDB-200","Snacks","Westside Mall","2024-06-01",8,360,42,45,36,3,20
"Surf Excel Easy Wash 1kg","SRF-WSH-1KG","Household","Westside Mall","2024-06-01",6,840,28,140,115,5,12
"Dettol Original Soap 125g","DET-SOP-125","Personal Care","Westside Mall","2024-06-01",3,174,280,58,46,4,15
"Colgate Strong Teeth 200g","COL-PST-200","Personal Care","Westside Mall","2024-06-01",0,0,40,115,92,4,10
"Aavin Toned Milk 500ml","AAV-MILK-500","Dairy","Downtown Superstore","2024-06-02",9,225,4,25,21,2,20
"Nandini Full Cream Milk 1L","NAN-MILK-1000","Dairy","Downtown Superstore","2024-06-02",9,486,6,54,46,2,15
"Tata Tea Gold 250g","TAT-TEA-250","Beverages","Downtown Superstore","2024-06-02",6,960,28,160,130,4,12
"Bru Instant Coffee 100g","BRU-COF-100","Beverages","Downtown Superstore","2024-06-02",6,1260,22,210,175,5,10
"Aashirvaad Shudh Chakki Atta 5kg","AAS-ATTA-5KG","Staples","Downtown Superstore","2024-06-02",6,1590,18,265,225,4,15
"Fortune Sunlite Sunflower Oil 1L","FOR-OIL-1L","Staples","Downtown Superstore","2024-06-02",6,870,32,145,122,3,20
"Parle-G Gold Biscuits 1kg","PAR-GLD-1KG","Snacks","Downtown Superstore","2024-06-02",8,960,45,120,95,3,15
"Maggi 2-Minute Noodles 420g","MAG-NOD-420","Snacks","Downtown Superstore","2024-06-02",8,760,60,95,78,3,25
"Britannia Good Day Butter 200g","BRI-GDB-200","Snacks","Downtown Superstore","2024-06-02",8,360,40,45,36,3,20
"Surf Excel Easy Wash 1kg","SRF-WSH-1KG","Household","Downtown Superstore","2024-06-02",6,840,25,140,115,5,12
"Dettol Original Soap 125g","DET-SOP-125","Personal Care","Downtown Superstore","2024-06-02",3,174,300,58,46,4,15
"Colgate Strong Teeth 200g","COL-PST-200","Personal Care","Downtown Superstore","2024-06-02",0,0,45,115,92,4,10
"Aavin Toned Milk 500ml","AAV-MILK-500","Dairy","Westside Mall","2024-06-02",8,200,35,25,21,2,20
"Nandini Full Cream Milk 1L","NAN-MILK-1000","Dairy","Westside Mall","2024-06-02",8,432,40,54,46,2,15
"Tata Tea Gold 250g","TAT-TEA-250","Beverages","Westside Mall","2024-06-02",5,800,30,160,130,4,12
"Bru Instant Coffee 100g","BRU-COF-100","Beverages","Westside Mall","2024-06-02",5,1050,24,210,175,5,10
"Aashirvaad Shudh Chakki Atta 5kg","AAS-ATTA-5KG","Staples","Westside Mall","2024-06-02",5,1325,25,265,225,4,15
"Fortune Sunlite Sunflower Oil 1L","FOR-OIL-1L","Staples","Westside Mall","2024-06-02",5,725,35,145,122,3,20
"Parle-G Gold Biscuits 1kg","PAR-GLD-1KG","Snacks","Westside Mall","2024-06-02",7,840,50,120,95,3,15
"Maggi 2-Minute Noodles 420g","MAG-NOD-420","Snacks","Westside Mall","2024-06-02",7,665,70,95,78,3,25
"Britannia Good Day Butter 200g","BRI-GDB-200","Snacks","Westside Mall","2024-06-02",7,315,42,45,36,3,20
"Surf Excel Easy Wash 1kg","SRF-WSH-1KG","Household","Westside Mall","2024-06-02",5,700,28,140,115,5,12
"Dettol Original Soap 125g","DET-SOP-125","Personal Care","Westside Mall","2024-06-02",2,116,280,58,46,4,15
"Colgate Strong Teeth 200g","COL-PST-200","Personal Care","Westside Mall","2024-06-02",0,0,40,115,92,4,10
"Aavin Toned Milk 500ml","AAV-MILK-500","Dairy","Downtown Superstore","2024-06-03",8,200,4,25,21,2,20
"Nandini Full Cream Milk 1L","NAN-MILK-1000","Dairy","Downtown Superstore","2024-06-03",8,432,6,54,46,2,15
"Tata Tea Gold 250g","TAT-TEA-250","Beverages","Downtown Superstore","2024-06-03",5,800,28,160,130,4,12
"Bru Instant Coffee 100g","BRU-COF-100","Beverages","Downtown Superstore","2024-06-03",5,1050,22,210,175,5,10
"Aashirvaad Shudh Chakki Atta 5kg","AAS-ATTA-5KG","Staples","Downtown Superstore","2024-06-03",5,1325,18,265,225,4,15
"Fortune Sunlite Sunflower Oil 1L","FOR-OIL-1L","Staples","Downtown Superstore","2024-06-03",5,725,32,145,122,3,20
"Parle-G Gold Biscuits 1kg","PAR-GLD-1KG","Snacks","Downtown Superstore","2024-06-03",7,840,45,120,95,3,15
"Maggi 2-Minute Noodles 420g","MAG-NOD-420","Snacks","Downtown Superstore","2024-06-03",7,665,60,95,78,3,25
"Britannia Good Day Butter 200g","BRI-GDB-200","Snacks","Downtown Superstore","2024-06-03",7,315,40,45,36,3,20
"Surf Excel Easy Wash 1kg","SRF-WSH-1KG","Household","Downtown Superstore","2024-06-03",5,700,25,140,115,5,12
"Dettol Original Soap 125g","DET-SOP-125","Personal Care","Downtown Superstore","2024-06-03",2,116,300,58,46,4,15
"Colgate Strong Teeth 200g","COL-PST-200","Personal Care","Downtown Superstore","2024-06-03",0,0,45,115,92,4,10
"Aavin Toned Milk 500ml","AAV-MILK-500","Dairy","Westside Mall","2024-06-03",6,150,35,25,21,2,20
"Nandini Full Cream Milk 1L","NAN-MILK-1000","Dairy","Westside Mall","2024-06-03",6,324,40,54,46,2,15
"Tata Tea Gold 250g","TAT-TEA-250","Beverages","Westside Mall","2024-06-03",3,480,30,160,130,4,12
"Bru Instant Coffee 100g","BRU-COF-100","Beverages","Westside Mall","2024-06-03",3,630,24,210,175,5,10
"Aashirvaad Shudh Chakki Atta 5kg","AAS-ATTA-5KG","Staples","Westside Mall","2024-06-03",3,795,25,265,225,4,15
"Fortune Sunlite Sunflower Oil 1L","FOR-OIL-1L","Staples","Westside Mall","2024-06-03",3,435,35,145,122,3,20
"Parle-G Gold Biscuits 1kg","PAR-GLD-1KG","Snacks","Westside Mall","2024-06-03",5,600,50,120,95,3,15
"Maggi 2-Minute Noodles 420g","MAG-NOD-420","Snacks","Westside Mall","2024-06-03",5,475,70,95,78,3,25
"Britannia Good Day Butter 200g","BRI-GDB-200","Snacks","Westside Mall","2024-06-03",5,225,42,45,36,3,20
"Surf Excel Easy Wash 1kg","SRF-WSH-1KG","Household","Westside Mall","2024-06-03",3,420,28,140,115,5,12
"Dettol Original Soap 125g","DET-SOP-125","Personal Care","Westside Mall","2024-06-03",0,0,280,58,46,4,15
"Colgate Strong Teeth 200g","COL-PST-200","Personal Care","Westside Mall","2024-06-03",0,0,40,115,92,4,10
"Aavin Toned Milk 500ml","AAV-MILK-500","Dairy","Downtown Superstore","2024-06-04",6,150,4,25,21,2,20
"Nandini Full Cream Milk 1L","NAN-MILK-1000","Dairy","Downtown Superstore","2024-06-04",6,324,6,54,46,2,15
"Tata Tea Gold 250g","TAT-TEA-250","Beverages","Downtown Superstore","2024-06-04",3,480,28,160,130,4,12
"Bru Instant Coffee 100g","BRU-COF-100","Beverages","Downtown Superstore","2024-06-04",3,630,22,210,175,5,10
"Aashirvaad Shudh Chakki Atta 5kg","AAS-ATTA-5KG","Staples","Downtown Superstore","2024-06-04",3,795,18,265,225,4,15
"Fortune Sunlite Sunflower Oil 1L","FOR-OIL-1L","Staples","Downtown Superstore","2024-06-04",3,435,32,145,122,3,20
"Parle-G Gold Biscuits 1kg","PAR-GLD-1KG","Snacks","Downtown Superstore","2024-06-04",5,600,45,120,95,3,15
"Maggi 2-Minute Noodles 420g","MAG-NOD-420","Snacks","Downtown Superstore","2024-06-04",22,2090,60,95,78,3,25
"Britannia Good Day Butter 200g","BRI-GDB-200","Snacks","Downtown Superstore","2024-06-04",5,225,40,45,36,3,20
"Surf Excel Easy Wash 1kg","SRF-WSH-1KG","Household","Downtown Superstore","2024-06-04",3,420,25,140,115,5,12
"Dettol Original Soap 125g","DET-SOP-125","Personal Care","Downtown Superstore","2024-06-04",0,0,300,58,46,4,15
"Colgate Strong Teeth 200g","COL-PST-200","Personal Care","Downtown Superstore","2024-06-04",0,0,45,115,92,4,10
"Aavin Toned Milk 500ml","AAV-MILK-500","Dairy","Westside Mall","2024-06-04",5,125,35,25,21,2,20
"Nandini Full Cream Milk 1L","NAN-MILK-1000","Dairy","Westside Mall","2024-06-04",5,270,40,54,46,2,15
"Tata Tea Gold 250g","TAT-TEA-250","Beverages","Westside Mall","2024-06-04",2,320,30,160,130,4,12
"Bru Instant Coffee 100g","BRU-COF-100","Beverages","Westside Mall","2024-06-04",2,420,24,210,175,5,10
"Aashirvaad Shudh Chakki Atta 5kg","AAS-ATTA-5KG","Staples","Westside Mall","2024-06-04",2,530,25,265,225,4,15
"Fortune Sunlite Sunflower Oil 1L","FOR-OIL-1L","Staples","Westside Mall","2024-06-04",2,290,35,145,122,3,20
"Parle-G Gold Biscuits 1kg","PAR-GLD-1KG","Snacks","Westside Mall","2024-06-04",4,480,50,120,95,3,15
"Maggi 2-Minute Noodles 420g","MAG-NOD-420","Snacks","Westside Mall","2024-06-04",22,2090,70,95,78,3,25
"Britannia Good Day Butter 200g","BRI-GDB-200","Snacks","Westside Mall","2024-06-04",4,180,42,45,36,3,20
"Surf Excel Easy Wash 1kg","SRF-WSH-1KG","Household","Westside Mall","2024-06-04",2,280,28,140,115,5,12
"Dettol Original Soap 125g","DET-SOP-125","Personal Care","Westside Mall","2024-06-04",0,0,280,58,46,4,15
"Colgate Strong Teeth 200g","COL-PST-200","Personal Care","Westside Mall","2024-06-04",0,0,40,115,92,4,10
